"fight","attachment","work","score","late","coed","smorale","gender","income","free","pared","catholic","SCH_ID"
0,0,1,54,3,1,4,0,6,1,0,0,102
0,1,1,61,3,1,4,1,8,1,0,0,102
0,1,0,62,3,1,4,0,9,1,0,0,102
1,1,0,51,1,1,4,0,11,1,1,0,102
0,1,0,53,2,1,5,0,11,1,1,0,103
0,1,0,82,2,1,5,0,10,1,1,0,103
0,0,0,63,4,1,5,1,11,1,0,0,103
0,1,1,50,3,1,5,1,12,1,1,0,103
0,1,0,54,2,1,5,1,7,1,1,0,103
0,1,0,70,1,1,5,0,1,1,0,0,103
0,1,0,64,3,1,5,1,12,1,1,0,103
0,1,0,60,1,1,5,1,10,1,1,0,103
0,1,0,65,3,1,5,1,10,1,1,0,103
0,1,0,38,5,1,5,0,5,1,0,0,103
0,0,0,63,4,1,5,1,12,1,1,0,103
0,0,1,56,3,1,5,1,10,1,0,0,103
0,0,1,54,3,1,5,1,8,1,1,0,103
1,1,0,78,2,1,5,0,9,1,1,0,103
0,1,0,63,3,1,5,0,7,1,0,0,103
0,1,1,62,2,1,5,1,12,1,1,0,103
1,0,0,50,5,1,5,0,9,1,1,0,103
0,1,0,64,1,1,5,1,9,1,0,0,103
0,1,1,62,2,1,5,1,13,1,1,0,103
0,1,0,59,3,1,5,1,10,1,1,0,103
0,1,0,73,2,1,5,1,9,1,1,0,103
0,1,1,48,2,1,4,1,10,2,0,0,104
0,1,0,57,2,1,4,1,9,2,0,0,104
1,1,0,43,3,1,4,0,11,2,0,0,104
0,1,1,45,4,1,4,0,2,2,0,0,104
0,1,0,55,1,1,4,1,10,2,1,0,104
0,1,0,61,1,1,4,0,10,2,1,0,104
0,1,0,64,1,1,4,0,11,2,1,0,104
0,0,1,58,5,1,4,0,13,2,1,0,104
0,1,1,50,2,1,4,1,8,2,0,0,104
1,0,0,55,1,1,4,0,9,2,0,0,104
0,1,0,45,1,1,4,1,10,2,1,0,104
0,1,1,60,1,1,4,1,6,2,0,0,104
0,1,1,57,2,1,4,1,12,2,1,0,104
0,1,0,46,1,1,4,1,8,2,1,0,104
0,1,1,52,3,1,4,0,10,2,0,0,104
1,1,0,40,5,1,4,1,9,2,0,0,104
0,1,1,39,2,1,4,1,8,2,0,0,104
0,0,0,50,2,1,4,1,10,2,1,0,104
0,1,0,50,2,1,4,1,6,2,0,0,104
0,1,0,55,2,1,2,0,10,6,0,0,105
0,1,0,38,4,1,2,0,8,6,1,0,105
0,1,0,55,2,1,2,1,5,6,0,0,105
0,1,0,35,2,1,2,0,7,6,0,0,105
0,1,0,33,3,1,2,1,10,6,0,0,105
1,0,1,26,2,1,2,1,10,6,0,0,105
0,1,0,52,2,1,2,0,7,6,0,0,105
0,1,1,54,3,1,2,0,7,6,0,0,105
1,1,0,40,4,1,2,1,5,6,0,0,105
0,1,0,33,5,1,5,1,9,3,1,0,106
0,1,1,61,2,1,5,0,8,3,1,0,106
1,1,0,33,3,1,5,0,9,3,1,0,106
0,1,0,53,2,1,5,0,10,3,1,0,106
0,1,0,49,1,1,5,0,8,3,0,0,106
0,1,1,63,1,1,5,1,10,3,0,0,106
0,1,1,48,1,1,5,1,9,3,0,0,106
0,1,0,64,3,1,5,1,11,3,1,0,106
0,1,1,42,3,1,5,1,9,3,0,0,106
0,1,0,46,2,1,5,0,3,3,0,0,106
0,1,0,73,2,1,5,0,8,3,0,0,106
0,1,0,51,2,1,5,1,10,3,0,0,106
0,1,1,56,2,1,5,0,12,3,1,0,106
0,1,0,55,2,1,4,1,9,4,1,0,107
0,1,0,51,2,1,4,0,10,4,1,0,107
0,1,0,66,1,1,4,0,8,4,0,0,107
0,0,1,56,3,1,4,0,9,4,0,0,107
0,1,1,50,1,1,4,0,9,4,0,0,107
0,1,0,49,3,1,4,0,11,4,1,0,107
0,0,1,48,3,1,4,0,9,4,0,0,107
0,1,0,54,1,1,4,0,3,4,0,0,107
0,1,0,51,1,1,4,1,10,4,0,0,107
0,1,0,54,2,1,4,1,10,4,0,0,107
0,1,1,45,1,1,4,0,9,4,0,0,107
0,1,0,48,1,1,4,0,8,4,0,0,107
0,1,0,53,1,1,4,1,4,4,0,0,107
0,1,0,46,2,1,4,0,11,4,1,0,107
0,1,0,59,1,1,4,0,8,4,0,0,107
0,1,0,48,3,1,4,1,4,4,0,0,107
0,1,0,50,2,1,4,1,10,4,0,0,107
0,1,1,50,2,1,4,1,9,4,0,0,107
0,1,1,62,1,1,4,0,9,4,0,0,108
0,1,1,40,3,1,4,0,9,4,1,0,108
0,1,0,44,2,1,4,1,5,4,0,0,108
0,1,1,58,3,1,4,1,11,4,0,0,108
0,1,1,65,2,1,4,1,10,4,0,0,108
0,1,0,66,1,1,4,0,12,4,0,0,108
1,1,0,57,2,1,4,1,10,4,0,0,108
0,0,0,50,2,1,4,0,9,4,0,0,108
0,1,0,51,2,1,4,0,9,4,1,0,108
0,1,0,54,1,1,4,1,10,4,1,0,108
0,1,0,47,2,1,4,1,10,4,0,0,108
0,1,1,34,3,1,4,1,10,4,1,0,108
0,1,1,38,2,1,4,1,4,4,0,0,108
0,1,0,41,1,1,4,0,10,4,1,0,108
0,1,0,54,3,1,4,1,12,4,0,0,108
0,1,1,49,2,1,4,1,11,4,1,0,108
0,1,1,58,5,1,4,0,12,4,1,0,108
0,1,0,34,2,1,4,0,11,4,1,0,108
0,1,0,47,1,1,4,0,11,4,0,0,108
0,1,0,48,2,1,4,0,11,4,1,0,108
1,1,0,26,2,1,4,1,8,4,0,0,108
0,1,0,53,3,1,4,0,10,2,0,0,109
0,1,1,58,2,1,4,0,12,2,1,0,109
0,0,1,57,2,1,4,0,9,2,0,0,109
0,1,0,56,2,1,4,1,8,2,1,0,109
0,1,1,61,3,1,4,0,7,2,0,0,109
0,0,1,60,2,1,4,0,12,2,0,0,109
0,1,0,51,2,1,4,0,11,2,0,0,109
1,1,0,40,4,1,4,0,9,2,0,0,109
0,1,1,60,2,1,4,1,12,2,1,0,109
0,1,1,49,2,1,4,0,9,2,0,0,109
0,1,1,60,3,1,4,1,8,2,1,0,109
0,1,0,29,2,1,4,1,13,2,1,0,109
0,1,0,51,1,1,4,0,9,2,0,0,109
0,1,1,70,2,1,4,1,12,2,1,0,109
0,1,1,43,3,1,4,1,8,2,1,0,109
1,0,0,19,5,1,5,0,11,1,1,0,110
0,1,0,70,2,1,5,1,12,1,1,0,110
0,1,0,48,2,1,5,1,9,1,1,0,110
0,1,0,45,2,1,5,1,13,1,1,0,110
0,1,1,55,1,1,5,1,9,1,0,0,110
0,1,0,56,1,1,5,1,11,1,1,0,110
0,1,1,61,2,1,5,1,10,1,1,0,110
0,0,1,35,1,1,5,0,7,1,0,0,110
0,1,1,55,2,1,5,0,12,1,1,0,110
0,1,0,64,2,1,5,0,12,1,1,0,110
0,1,0,69,2,1,5,1,13,1,1,0,110
0,1,0,60,2,1,5,1,12,1,1,0,110
0,1,1,48,3,1,5,1,11,1,1,0,110
0,1,1,46,3,1,5,1,9,1,1,0,110
0,1,1,41,2,1,5,0,8,1,1,0,110
1,1,1,60,2,1,5,0,11,1,1,0,110
0,0,0,57,1,1,5,0,10,1,1,0,110
0,1,0,64,1,1,5,0,8,1,1,0,110
0,1,0,54,1,1,5,1,7,2,1,0,111
0,1,0,50,1,1,5,1,12,2,1,0,111
0,1,0,66,1,1,5,1,8,2,1,0,111
0,1,0,67,1,1,5,0,8,2,1,0,111
1,1,0,57,1,1,5,1,7,2,0,0,111
0,1,0,53,1,1,5,1,10,2,0,0,111
0,1,0,41,1,1,5,0,6,2,1,0,111
0,1,0,56,1,0,3,0,10,1,1,1,112
0,1,0,50,1,0,3,0,1,1,1,1,112
0,1,0,72,1,0,3,1,12,1,0,1,112
0,1,0,67,2,0,3,0,12,1,1,1,112
0,1,1,60,1,0,3,0,11,1,0,1,112
0,1,1,66,1,0,3,0,13,1,0,1,112
0,1,0,64,1,0,3,0,11,1,0,1,112
0,1,0,52,1,0,3,0,12,1,1,1,112
0,1,0,62,1,0,3,0,11,1,1,1,112
0,1,1,47,2,0,3,0,9,1,0,1,112
0,1,0,65,3,0,3,0,10,1,1,1,112
0,1,0,51,1,0,3,0,12,1,1,1,112
0,1,0,49,1,0,3,0,12,1,0,1,112
0,1,0,53,2,0,3,0,12,1,1,1,112
0,1,0,52,1,1,3,0,8,4,1,0,113
0,1,0,48,1,1,3,1,10,4,0,0,113
0,1,0,49,1,1,3,0,10,4,0,0,113
0,1,0,63,2,1,3,0,12,4,1,0,113
0,1,0,62,2,1,3,1,9,4,0,0,113
0,1,1,65,2,1,3,0,11,4,1,0,113
0,1,0,43,1,1,3,1,8,4,1,0,113
0,1,0,44,2,1,3,1,9,4,1,0,113
1,0,1,45,5,1,3,0,10,4,0,0,113
0,1,0,46,2,1,3,1,8,4,1,0,113
1,0,1,55,3,1,3,0,7,4,0,0,113
0,1,0,54,4,1,3,1,11,4,1,0,113
0,1,1,34,3,1,4,1,8,6,0,0,114
0,1,0,57,2,1,4,1,8,6,1,0,114
0,1,1,50,2,1,4,1,8,6,0,0,114
0,1,0,28,3,1,4,0,3,6,0,0,114
0,1,0,48,3,1,4,1,9,6,0,0,114
0,1,0,66,1,1,4,0,4,6,0,0,114
0,1,1,60,1,1,4,0,8,6,0,0,114
0,1,0,59,2,1,4,1,9,6,0,0,114
0,1,0,43,2,1,4,0,9,6,0,0,114
1,1,0,44,2,1,4,0,8,6,0,0,114
0,1,0,48,3,1,4,1,8,6,1,0,114
0,1,1,43,2,1,4,1,9,6,0,0,114
0,1,0,39,4,1,3,1,6,5,0,0,115
0,1,1,38,1,1,3,0,9,5,0,0,115
0,1,0,55,3,1,3,0,9,5,0,0,115
1,1,1,43,1,1,3,0,7,5,0,0,115
0,1,1,43,5,1,3,0,8,5,1,0,115
0,1,1,45,2,1,3,0,11,5,0,0,115
0,1,0,40,1,1,3,1,7,5,0,0,115
1,0,0,45,5,1,3,0,10,5,0,0,115
0,0,1,56,3,1,3,1,9,1,0,0,116
0,1,0,53,3,1,3,0,8,1,0,0,116
0,1,1,56,2,1,3,1,10,1,0,0,116
0,1,1,51,2,1,3,1,10,1,1,0,116
0,1,0,46,2,1,3,0,7,1,0,0,116
0,1,0,55,1,1,3,1,10,1,0,0,116
0,1,0,54,1,1,3,1,8,1,1,0,116
0,0,1,57,1,1,3,1,9,1,1,0,116
0,1,0,60,1,1,3,1,9,1,1,0,116
0,1,0,57,2,1,3,0,9,1,1,0,116
0,1,0,64,2,1,3,0,10,1,1,0,116
0,1,1,60,2,1,3,1,12,1,1,0,116
0,1,1,44,3,1,4,1,7,1,0,0,117
0,1,1,46,3,1,4,0,9,1,1,0,117
0,1,0,39,2,1,4,1,10,1,0,0,117
0,1,0,61,1,1,4,1,10,1,1,0,117
0,1,0,65,2,1,4,1,12,1,1,0,117
1,1,1,42,5,1,4,0,8,1,0,0,117
0,1,1,56,1,1,4,1,8,1,1,0,117
0,1,0,65,2,1,4,0,8,1,1,0,117
0,1,0,52,2,1,4,1,11,1,0,0,117
0,1,0,47,2,1,4,1,9,1,1,0,117
0,1,1,53,1,1,4,1,10,1,1,0,117
0,1,0,60,1,1,4,0,9,1,0,0,117
0,1,0,58,1,0,5,0,11,1,1,1,118
0,1,0,40,5,0,5,0,3,1,1,1,118
0,1,0,56,4,0,5,0,7,1,0,1,118
0,1,1,44,3,0,5,0,9,1,0,1,118
0,1,0,53,1,0,5,1,9,1,0,1,118
0,0,1,53,5,0,5,0,9,1,0,1,118
1,0,0,60,5,0,5,0,13,1,1,1,118
0,1,0,50,1,0,5,1,11,1,1,1,118
0,1,0,48,3,0,5,0,9,1,1,1,118
0,1,0,56,2,0,5,0,10,1,1,1,118
0,1,0,48,3,0,5,1,9,1,0,1,118
0,0,1,45,2,1,3,1,9,5,0,0,119
0,0,0,50,4,1,3,0,10,5,1,0,119
0,0,0,37,2,1,3,0,11,5,1,0,119
0,1,0,51,3,1,3,0,9,5,0,0,119
1,1,0,59,2,1,3,0,9,5,1,0,119
0,1,1,47,1,1,3,1,6,5,0,0,119
0,1,0,55,3,1,3,1,12,5,1,0,119
0,1,1,49,3,1,3,1,7,5,1,0,119
0,0,1,61,3,1,3,1,12,5,1,0,119
0,1,0,27,2,1,3,0,9,5,0,0,119
1,1,1,46,3,1,3,0,7,5,1,0,119
1,0,1,32,5,1,3,1,6,5,0,0,119
0,1,0,51,1,1,3,0,10,5,1,0,119
0,1,0,61,1,1,3,1,10,5,1,0,119
0,1,1,59,5,1,5,1,10,4,1,0,120
0,1,1,50,5,1,5,1,9,4,1,0,120
1,1,1,63,2,1,5,0,11,4,1,0,120
0,1,1,44,2,1,5,1,9,4,0,0,120
0,1,0,53,3,1,5,0,8,4,0,0,120
0,1,1,63,1,1,5,1,7,4,1,0,120
0,1,1,56,3,1,5,1,10,4,1,0,120
0,1,1,59,3,1,5,1,10,4,0,0,120
0,1,0,45,3,1,5,1,8,4,0,0,120
0,1,1,49,2,1,5,1,8,4,0,0,120
1,1,0,49,2,1,5,0,13,4,1,0,120
0,1,1,39,1,1,5,1,9,4,0,0,120
1,1,1,50,3,1,5,0,7,4,1,0,120
0,1,1,58,3,1,5,1,9,4,1,0,120
0,1,0,55,1,1,5,1,9,4,0,0,120
0,1,1,49,3,1,5,1,11,4,1,0,120
0,1,1,47,4,1,5,1,10,4,0,0,120
0,1,0,39,1,1,5,1,10,4,0,0,120
0,1,1,43,2,1,5,1,13,4,0,0,120
0,1,0,70,2,1,5,0,12,4,1,0,120
0,1,0,61,1,1,5,0,12,4,1,0,120
0,1,1,51,1,1,5,0,9,4,1,0,120
0,0,0,52,1,1,5,0,10,4,1,0,120
0,1,1,46,3,1,5,0,10,4,1,0,120
0,1,1,39,2,1,5,0,10,4,0,0,120
0,1,1,53,5,1,5,0,10,4,0,0,120
0,1,1,49,3,1,2,0,10,3,1,0,121
0,0,1,24,5,1,2,0,10,3,0,0,121
0,1,0,45,3,1,2,0,8,3,0,0,121
0,0,1,43,4,1,2,0,10,3,1,0,121
0,1,0,60,3,1,2,1,12,3,0,0,121
0,1,1,59,2,1,2,1,11,3,1,0,121
0,1,0,43,2,1,2,0,7,3,0,0,121
0,1,0,28,2,1,2,0,10,3,0,0,121
0,1,0,44,4,1,2,1,9,3,0,0,121
0,1,0,54,3,1,2,0,10,3,1,0,121
0,1,0,50,2,1,2,1,6,3,0,0,121
0,1,0,46,3,1,2,1,9,3,0,0,121
0,1,0,39,4,1,2,0,7,3,1,0,121
0,1,0,65,1,1,2,0,9,3,1,0,121
1,1,1,63,1,1,2,0,10,3,1,0,121
0,1,0,42,3,1,2,1,9,3,0,0,121
0,1,0,66,1,1,2,1,14,3,1,0,121
0,1,0,55,1,1,2,1,9,3,1,0,121
0,1,0,49,2,1,2,1,9,3,0,0,121
0,1,0,42,2,1,2,1,9,3,1,0,121
0,1,0,45,2,1,2,0,10,3,0,0,121
0,1,1,66,1,1,2,1,10,3,1,0,121
0,1,0,53,1,1,4,0,11,7,1,0,122
0,1,0,43,2,1,4,0,8,7,0,0,122
0,1,0,55,3,1,4,1,9,7,0,0,122
0,1,1,47,1,1,4,1,8,7,0,0,122
1,1,0,36,3,1,4,0,4,7,0,0,122
0,1,0,40,2,1,4,1,5,7,0,0,122
0,1,1,48,1,1,4,0,2,7,0,0,122
0,1,0,43,1,1,4,1,5,7,0,0,122
0,1,0,44,2,1,4,0,5,7,0,0,122
1,1,0,30,3,1,4,0,7,7,0,0,122
0,1,0,53,5,1,5,0,9,4,0,0,123
0,1,0,40,5,1,5,1,10,4,1,0,123
0,1,0,62,5,1,5,1,9,4,1,0,123
0,1,0,38,2,1,5,1,9,4,0,0,123
0,0,0,47,1,1,5,0,9,4,0,0,123
1,1,0,38,3,1,5,0,6,4,0,0,123
1,0,0,51,2,1,5,0,11,4,1,0,123
0,1,0,49,1,1,5,1,2,4,0,0,123
0,1,1,51,2,1,5,0,8,4,0,0,123
1,1,0,39,4,1,5,1,10,4,0,0,123
0,0,0,47,3,1,5,0,8,4,0,0,123
0,1,0,40,2,1,5,1,9,4,0,0,123
0,1,0,45,2,1,5,1,11,4,0,0,123
0,0,0,53,1,1,5,1,5,4,0,0,123
0,1,1,52,2,1,5,1,9,4,0,0,123
0,1,1,57,1,1,5,1,8,4,0,0,123
1,0,0,32,2,1,5,0,3,4,0,0,123
1,1,0,44,1,1,5,0,6,4,0,0,123
0,1,0,46,2,1,5,1,5,4,0,0,123
0,1,0,41,3,1,5,1,6,4,0,0,123
0,1,1,51,1,1,3,0,10,4,1,0,124
0,1,0,70,2,1,3,1,10,4,0,0,124
0,0,1,45,3,1,3,1,6,4,0,0,124
1,0,0,61,5,1,3,0,8,4,0,0,124
0,1,0,37,2,1,3,1,7,4,0,0,124
0,1,0,37,3,1,3,1,4,4,0,0,124
0,1,0,51,2,1,3,0,10,4,1,0,124
0,1,0,37,2,1,3,0,7,4,0,0,124
0,1,0,57,2,1,3,0,9,4,0,0,124
1,1,1,51,3,1,3,0,9,4,0,0,124
0,1,0,59,3,1,3,0,11,4,1,0,124
0,1,0,59,3,1,3,1,12,4,1,0,124
0,1,0,47,2,1,3,0,11,4,1,0,124
0,1,0,50,1,1,3,0,7,4,0,0,124
0,1,1,59,1,1,3,1,11,4,1,0,124
0,1,1,36,2,1,3,0,10,4,0,0,124
0,1,0,57,2,1,3,0,10,4,0,0,124
0,1,0,53,2,1,3,1,10,4,0,0,124
1,1,0,40,2,1,3,0,9,4,1,0,124
0,1,0,53,3,1,3,0,6,4,0,0,124
0,0,1,25,3,1,4,1,8,5,0,0,125
0,1,0,42,2,1,4,0,10,5,0,0,125
1,1,0,53,3,1,4,0,9,5,0,0,125
0,1,0,36,3,1,4,1,11,5,1,0,125
0,1,0,46,5,1,4,0,5,5,0,0,125
0,1,0,50,2,1,4,0,8,5,1,0,125
0,1,1,49,1,1,4,1,9,5,1,0,125
0,1,1,59,2,1,4,1,8,5,0,0,125
0,1,0,48,1,1,4,1,8,5,0,0,125
0,1,0,44,3,1,4,1,6,5,1,0,125
0,1,0,51,2,1,4,1,11,5,0,0,125
0,1,0,63,1,1,4,1,9,5,0,0,125
0,1,1,45,1,1,5,0,13,1,1,0,126
0,1,0,52,3,1,5,0,12,1,1,0,126
0,1,0,60,2,1,5,1,12,1,1,0,126
0,1,1,53,5,1,5,0,12,1,1,0,126
0,1,0,51,3,1,5,1,12,1,1,0,126
0,0,1,49,4,1,5,1,10,1,1,0,126
0,1,0,58,2,1,5,1,12,1,1,0,126
1,0,0,49,5,1,5,0,12,1,1,0,126
1,1,0,41,4,1,5,1,9,1,1,0,126
0,1,1,60,1,1,5,0,11,1,1,0,126
0,1,0,62,2,1,5,1,9,1,1,0,126
0,1,0,61,2,1,5,1,11,1,1,0,126
0,1,1,64,2,1,5,0,12,1,1,0,126
1,1,1,70,2,1,5,0,12,1,1,0,126
0,1,0,64,2,1,5,0,9,1,1,0,126
0,1,0,59,1,1,5,1,11,1,1,0,126
1,1,1,52,3,1,5,0,10,1,1,0,126
0,1,1,58,1,1,5,0,11,1,1,0,126
0,1,0,57,3,1,5,0,13,1,1,0,126
0,1,0,55,2,1,5,0,12,1,1,0,126
1,1,1,64,3,1,5,0,10,1,1,0,126
0,1,0,61,2,1,5,0,11,1,1,0,126
0,1,0,57,2,1,5,0,4,1,1,0,126
0,0,0,52,2,1,5,0,13,1,1,0,126
0,1,1,59,3,1,4,1,10,3,1,0,127
1,1,1,64,2,1,4,0,12,3,1,0,127
0,1,1,60,2,1,4,0,13,3,0,0,127
0,1,0,56,3,1,4,0,10,3,0,0,127
0,1,1,74,2,1,4,0,8,3,0,0,127
0,1,0,60,2,1,4,1,11,3,1,0,127
0,1,1,71,2,1,4,1,11,3,1,0,127
0,1,0,61,1,1,4,0,11,3,1,0,127
0,1,0,60,1,1,4,1,13,3,1,0,127
0,1,0,72,3,1,4,1,10,3,0,0,127
0,1,0,76,2,1,4,1,11,3,1,0,127
0,1,0,60,2,1,5,1,8,1,1,0,128
1,1,1,61,2,1,5,0,11,1,1,0,128
1,1,0,69,2,1,5,0,12,1,1,0,128
0,1,0,60,2,1,5,1,9,1,1,0,128
0,1,0,74,2,1,5,0,13,1,1,0,128
0,1,0,61,4,1,5,0,10,1,1,0,128
0,0,0,57,3,1,5,1,12,1,1,0,128
0,0,0,55,3,1,5,0,13,1,1,0,128
0,1,0,62,2,1,5,0,12,1,1,0,128
0,1,1,69,2,1,5,1,12,1,1,0,128
0,1,0,56,1,1,5,0,12,1,1,0,128
0,1,0,49,3,1,5,1,12,1,1,0,128
1,1,1,57,3,1,5,0,6,1,1,0,128
0,0,0,69,2,1,5,0,12,1,1,0,128
0,1,1,62,2,1,5,1,13,1,1,0,128
0,1,0,74,2,1,5,1,13,1,1,0,128
0,1,0,56,2,1,5,1,13,1,1,0,128
0,1,1,70,3,1,5,0,13,1,1,0,128
0,1,0,70,4,1,5,1,12,1,1,0,128
0,1,1,65,1,1,5,0,12,1,1,0,128
0,1,0,42,3,1,3,1,10,5,1,0,129
1,0,1,55,1,1,3,0,8,5,1,0,129
0,1,0,44,1,1,3,0,3,5,0,0,129
0,1,0,61,1,1,3,1,10,5,1,0,129
0,1,0,49,1,1,3,0,8,5,0,0,129
0,1,0,65,2,1,3,1,9,5,0,0,129
0,1,0,43,1,1,3,1,7,5,0,0,129
0,1,0,43,2,1,3,1,7,5,0,0,129
0,0,0,54,1,1,3,1,10,5,1,0,129
0,1,0,48,1,1,3,0,6,5,0,0,129
0,1,0,63,2,1,3,1,9,5,0,0,129
0,1,0,63,1,1,3,1,10,5,0,0,129
1,1,1,43,3,1,3,0,9,5,0,0,129
0,1,1,52,1,1,3,1,9,5,0,0,129
0,1,1,65,1,1,3,1,11,5,1,0,129
0,1,1,46,1,1,3,1,9,5,0,0,129
0,0,1,52,2,1,3,0,8,5,0,0,129
0,1,0,30,1,1,3,1,5,5,0,0,129
0,1,0,56,1,1,3,0,11,5,0,0,129
0,1,0,51,3,1,3,1,9,5,0,0,129
0,1,0,35,2,1,3,1,8,5,0,0,129
1,0,0,47,5,1,3,0,8,5,0,0,129
0,1,0,37,1,1,4,1,7,5,0,0,130
0,1,0,32,3,1,4,1,8,5,1,0,130
1,1,0,42,5,1,4,1,6,5,1,0,130
1,0,1,30,3,1,4,0,12,5,1,0,130
0,1,0,46,3,1,4,0,2,5,0,0,130
0,1,1,36,2,1,4,1,6,5,0,0,130
0,1,0,53,3,1,4,0,5,5,0,0,130
0,0,1,41,5,1,4,1,5,5,0,0,130
0,1,1,40,5,1,4,0,10,5,1,0,130
0,0,0,46,4,1,4,0,10,5,0,0,130
0,0,0,54,4,1,4,1,12,5,1,0,130
0,1,0,63,3,1,4,0,8,5,0,0,130
0,1,1,49,1,1,4,0,7,5,0,0,130
0,1,0,46,4,1,4,0,9,5,1,0,130
0,1,1,43,4,1,4,1,8,5,0,0,130
0,1,0,50,2,1,4,0,8,5,0,0,130
0,1,1,39,4,1,4,1,9,5,0,0,130
0,1,1,44,2,1,4,0,3,5,0,0,130
0,1,0,50,1,1,4,1,5,5,0,0,130
0,0,1,50,4,1,4,1,9,5,1,0,130
0,1,1,33,2,1,4,0,3,5,0,0,130
0,1,1,48,1,1,4,0,7,5,0,0,130
1,1,0,35,2,1,4,0,6,5,0,0,130
0,1,0,41,2,1,4,1,2,5,1,0,130
0,1,0,38,3,1,4,0,5,5,0,0,130
0,1,0,56,2,1,4,0,10,5,1,0,130
0,1,0,42,3,1,4,1,9,5,0,0,130
0,1,1,58,2,0,4,1,12,1,1,1,131
1,1,0,52,3,0,4,0,12,1,1,1,131
0,1,0,70,1,0,4,0,11,1,0,1,131
0,1,0,55,2,0,4,0,11,1,0,1,131
0,1,0,62,1,0,4,0,5,1,0,1,131
0,1,1,51,3,0,4,0,10,1,0,1,131
0,1,1,53,1,0,4,0,11,1,0,1,131
0,1,1,45,2,0,4,0,11,1,0,1,131
0,1,1,53,2,0,4,0,11,1,0,1,131
0,1,0,51,1,0,4,0,11,1,0,1,131
0,1,0,54,3,0,4,0,12,1,1,1,131
0,1,0,50,2,0,4,0,12,1,0,1,131
0,1,0,33,1,0,4,0,9,1,1,1,131
0,1,0,51,2,0,4,0,12,1,1,1,131
0,0,0,54,2,0,4,1,11,1,0,1,131
0,1,0,53,3,0,4,0,9,1,0,1,131
0,1,0,36,2,0,4,0,8,1,1,1,131
0,1,1,41,1,0,4,0,12,1,1,1,131
0,1,1,45,1,0,4,0,11,1,0,1,131
0,1,0,51,2,0,4,0,10,1,1,1,131
0,1,1,52,1,0,4,0,12,1,1,1,131
0,0,0,48,5,0,4,0,11,1,1,1,131
0,1,0,72,3,0,4,1,9,1,1,1,131
0,1,0,45,2,1,3,1,11,3,1,0,132
0,1,1,63,1,1,3,1,8,3,0,0,132
1,1,1,49,3,1,3,1,9,3,0,0,132
1,1,1,47,1,1,3,1,10,3,0,0,132
0,1,1,52,1,1,3,0,10,3,0,0,132
0,1,0,66,1,1,3,0,11,3,0,0,132
0,1,0,70,1,1,3,0,10,3,0,0,132
1,0,1,36,1,1,3,0,9,3,0,0,132
0,1,0,50,1,1,3,1,8,3,0,0,132
0,1,1,66,3,1,3,0,9,3,1,0,132
0,1,0,54,2,1,3,0,8,3,1,0,132
0,0,0,43,3,1,3,0,12,3,1,0,132
0,1,1,59,2,1,3,0,11,3,0,0,132
1,1,1,48,2,1,3,0,10,3,1,0,132
0,1,1,61,1,1,3,0,10,3,1,0,132
0,1,1,51,1,1,3,1,10,3,0,0,132
0,1,1,46,1,1,3,0,12,3,0,0,132
1,1,1,43,2,1,3,0,6,3,0,0,132
0,1,0,48,2,1,3,1,9,3,0,0,132
0,1,0,56,1,1,4,1,9,5,0,0,133
0,1,0,52,1,1,4,1,11,5,0,0,133
1,1,0,32,2,1,4,0,6,5,0,0,133
0,1,1,60,2,1,4,1,9,5,0,0,133
0,1,0,41,1,1,4,1,7,5,0,0,133
0,1,0,57,3,1,4,1,9,5,0,0,133
0,0,0,38,3,1,4,0,8,5,0,0,133
1,1,1,55,2,1,4,0,10,5,0,0,133
0,1,0,48,2,1,4,1,9,5,0,0,133
0,1,0,52,3,1,4,1,10,5,0,0,133
1,1,1,37,3,1,4,1,9,5,0,0,133
0,0,0,55,2,1,4,0,9,5,0,0,133
1,1,0,48,2,1,4,1,6,5,0,0,133
1,0,1,53,2,1,4,0,10,5,0,0,133
0,1,0,57,3,1,4,0,10,5,1,0,133
0,1,1,44,1,1,4,1,6,5,0,0,133
0,1,1,47,3,1,4,1,5,5,0,0,133
0,1,0,52,2,1,4,0,9,5,0,0,133
0,1,0,54,2,1,4,1,12,5,1,0,133
0,1,1,50,3,1,4,1,11,1,0,0,134
0,1,1,60,2,1,4,0,12,1,0,0,134
0,1,0,70,1,1,4,0,12,1,1,0,134
0,1,1,46,3,1,4,0,8,1,1,0,134
0,1,1,56,2,1,4,0,11,1,1,0,134
1,0,1,53,4,1,4,0,8,1,1,0,134
1,0,1,54,3,1,4,0,13,1,1,0,134
0,1,1,63,3,1,4,1,10,1,0,0,134
0,1,1,54,5,1,4,1,11,1,0,0,134
0,1,0,72,1,1,4,0,10,1,1,0,134
0,1,1,58,2,1,4,1,9,1,1,0,134
0,1,0,52,2,1,4,1,10,1,1,0,134
0,1,1,72,3,1,4,1,8,1,0,0,134
0,0,0,44,2,1,4,0,10,1,0,1,135
0,1,0,45,2,1,4,0,11,1,1,1,135
0,1,1,55,1,1,4,1,10,1,0,1,135
0,1,1,46,2,1,4,1,10,1,0,1,135
0,1,1,51,2,1,4,1,9,1,0,1,135
0,1,1,63,2,1,4,0,11,1,1,1,135
0,1,1,67,3,1,4,0,12,1,1,1,135
0,1,0,49,2,1,4,1,12,1,0,1,135
