"T1","M1","Y1","T2","Z","M2","Y2"
0,0,0,1,0,1,0
0,1,1,1,0,1,1
0,0,1,1,0,1,0
0,0,1,1,0,1,1
1,1,0,0,1,1,1
1,1,0,0,0,1,1
1,1,0,0,1,0,0
1,0,1,0,0,0,0
1,1,1,0,1,1,0
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,1,0,0,1,1,1
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,1,1,0,1,1,1
1,1,0,0,0,1,1
1,1,1,0,0,1,1
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,0,1,0,1,1,1
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,1,1
1,1,0,0,1,1,0
1,0,1,0,1,0,1
1,1,0,0,0,1,0
1,0,0,0,1,0,1
1,1,0,0,0,0,1
1,0,0,0,0,0,0
1,1,0,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,0,1,1
1,0,0,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,0,1,0
1,0,0,0,1,0,1
1,0,1,0,1,0,1
1,0,1,0,0,0,1
1,0,0,0,0,0,0
1,1,1,0,1,0,1
1,1,0,0,1,1,1
1,1,1,0,0,0,0
1,0,0,0,0,0,0
1,1,1,0,1,1,0
1,1,0,0,1,1,1
1,0,0,0,0,1,1
1,1,0,0,1,1,0
1,0,1,0,0,1,1
1,1,0,0,1,1,1
1,0,0,0,1,0,1
1,0,1,0,1,0,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,0,0,0,0,1,1
1,0,1,0,1,1,1
1,0,0,0,0,0,0
1,0,1,0,1,0,1
1,1,1,0,0,0,1
1,0,0,0,0,0,1
1,1,1,0,0,1,1
1,0,1,0,0,0,0
1,0,1,0,1,0,1
1,0,1,0,0,0,1
1,0,0,0,0,0,1
1,1,1,0,1,1,1
1,1,0,0,1,0,0
1,0,0,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,0,0
1,1,1,0,1,0,1
1,1,1,0,1,1,0
1,1,1,0,0,1,1
1,1,1,0,1,0,1
1,1,1,0,1,1,0
1,1,0,0,0,1,1
1,1,1,0,1,1,1
1,0,1,0,1,0,1
1,0,0,0,1,0,1
1,1,1,0,1,0,1
1,1,1,0,1,0,0
1,1,1,0,0,1,1
1,1,0,0,0,0,0
1,1,1,0,0,1,0
1,1,1,0,1,1,1
1,1,1,0,0,1,0
1,0,0,0,1,0,0
1,1,0,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,0,0,0,1,0,0
1,1,1,0,1,1,1
1,0,1,0,0,1,0
1,1,1,0,1,0,0
1,1,1,0,0,1,1
1,0,0,0,1,0,1
1,1,1,0,1,1,1
1,1,0,0,0,1,1
1,0,1,0,1,0,0
1,1,1,0,0,1,1
1,1,1,0,0,0,1
1,1,0,0,0,0,1
1,0,1,0,0,0,1
1,0,1,0,0,0,1
1,1,0,0,0,0,1
1,1,1,0,0,0,1
1,0,1,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,1,1,0,0,1,1
1,0,1,0,0,0,0
1,1,1,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,1,0,0,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,1,1,0
1,0,1,0,0,0,1
1,0,1,0,0,1,1
1,0,1,0,1,0,0
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,0,0,0,0,1
1,1,1,0,1,0,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,0,0
1,0,1,0,0,0,1
1,1,1,0,0,0,0
1,1,1,0,1,1,1
1,1,1,0,0,1,1
1,1,1,0,0,0,1
1,0,1,0,1,0,1
1,1,1,0,1,0,1
1,1,1,0,0,1,1
1,0,1,0,0,1,1
1,1,1,0,1,1,1
1,1,0,0,1,1,1
1,0,1,0,0,1,1
1,1,0,0,0,0,1
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,0,0,0,1,0,0
1,0,0,0,0,0,0
1,1,1,0,1,1,0
1,1,1,0,1,1,1
1,0,1,0,0,0,1
1,1,0,0,0,1,0
1,0,1,0,0,1,0
1,1,0,0,0,0,1
1,1,1,0,1,1,1
1,1,0,0,1,1,0
1,1,1,0,1,1,0
1,1,1,0,1,0,1
1,0,0,0,1,0,0
1,0,1,0,0,1,1
1,0,0,0,0,0,1
1,1,1,0,1,0,1
1,0,0,0,1,0,1
1,0,1,0,0,1,1
1,1,1,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,0,0,1,0,0
1,1,1,0,1,1,0
1,1,1,0,1,1,1
1,0,1,0,0,1,1
1,0,1,0,1,0,1
1,1,1,0,0,0,0
1,1,0,0,1,1,1
1,0,1,0,0,0,0
1,0,1,0,1,0,1
1,1,1,0,1,0,1
1,0,1,0,1,1,1
1,0,1,0,1,0,0
1,0,1,0,1,0,1
1,1,1,0,0,0,1
1,0,0,0,0,0,1
1,1,1,0,0,1,1
1,1,0,0,0,0,0
1,1,1,0,1,1,1
1,1,1,0,0,1,1
1,1,0,0,0,0,0
1,1,1,0,0,0,1
1,0,0,0,0,0,1
1,0,1,0,0,0,0
1,0,0,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,1,1,0,1,1,0
1,1,1,0,0,0,1
1,0,0,0,0,1,1
1,1,1,0,0,0,0
1,1,1,0,1,1,1
1,0,0,0,0,1,0
1,1,1,0,1,1,0
1,1,1,0,1,1,0
1,1,1,0,1,0,1
1,1,1,0,1,0,1
1,0,1,0,1,0,1
1,0,1,0,1,1,1
1,1,1,0,1,0,1
1,1,1,0,0,0,1
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,0,0,1,0,1
1,1,0,0,0,0,0
1,1,1,0,0,0,1
1,0,0,0,1,0,1
1,0,1,0,0,0,0
1,0,1,0,0,1,1
1,1,1,0,1,0,1
1,1,1,0,1,1,1
1,0,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,0
1,0,0,0,1,0,1
1,0,0,0,0,1,0
1,0,0,0,0,0,1
1,0,1,0,0,0,1
1,1,1,0,1,0,1
1,1,0,0,0,0,1
1,1,1,0,1,0,0
1,1,1,0,1,1,1
1,0,0,0,0,1,1
1,1,0,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,0,1,0
1,1,1,0,0,1,1
1,0,1,0,0,0,1
1,0,0,0,1,0,0
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,0,1,0,1,0,1
1,1,1,0,0,0,1
1,0,0,0,1,0,1
1,1,1,0,0,0,1
1,1,1,0,1,0,0
1,1,0,0,1,0,1
1,1,0,0,0,0,1
1,1,1,0,0,1,1
1,0,1,0,0,1,0
1,0,0,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,1,1,0
1,1,1,0,1,0,1
1,1,1,0,1,1,1
1,1,0,0,0,1,1
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,1,1,0,0,1,1
1,1,1,0,1,0,1
1,0,1,0,0,0,1
1,1,1,0,0,0,1
1,0,1,0,1,0,1
1,0,0,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,1,1,0,0,1,1
1,0,1,0,1,0,1
1,0,1,0,0,0,1
1,0,1,0,0,0,1
1,1,1,0,0,0,0
1,0,0,0,1,1,0
1,1,0,0,1,1,0
1,0,1,0,1,0,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,0,0,0,1,0,1
1,1,1,0,1,0,0
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,0,0,0,0,0,1
1,0,1,0,1,0,1
1,0,0,0,1,1,0
1,1,0,0,0,1,1
1,1,1,0,1,1,1
1,1,0,0,0,0,1
1,1,1,0,0,0,1
1,0,0,0,0,0,1
1,1,0,0,0,0,1
1,0,1,0,0,0,0
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,0,0
1,1,0,0,0,0,1
1,1,1,0,0,1,1
1,0,0,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,0,0,0,1,1
1,1,1,0,0,0,1
1,0,0,0,1,0,0
1,1,1,0,1,1,1
1,0,0,0,0,0,0
1,1,1,0,0,1,0
1,0,0,0,1,0,0
1,1,0,0,1,1,1
1,1,0,0,1,1,1
1,0,1,0,0,0,1
1,1,0,0,0,1,1
1,0,1,0,1,1,1
1,1,1,0,0,0,0
1,1,1,0,1,0,1
1,0,0,0,1,1,0
1,1,1,0,0,1,1
1,0,1,0,1,0,1
1,0,1,0,1,0,1
1,0,0,0,1,0,1
1,0,0,0,0,1,0
1,1,1,0,1,1,1
1,1,1,0,1,1,0
1,0,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,0,0,0,0,0
1,0,0,0,0,0,1
1,1,0,0,1,0,1
1,0,0,0,1,0,0
1,0,0,0,1,0,0
1,1,0,0,1,1,1
1,0,1,0,1,0,1
1,1,0,0,1,1,1
1,1,1,0,1,0,1
1,0,1,0,0,1,1
1,1,1,0,1,1,0
1,1,0,0,1,1,0
1,1,1,0,0,1,1
1,0,1,0,1,0,1
1,1,1,0,0,0,0
1,1,0,0,1,1,1
1,1,1,0,1,1,1
1,1,0,0,0,1,0
1,1,1,0,1,1,0
1,0,1,0,1,0,1
1,1,1,0,1,1,1
1,1,0,0,0,0,0
1,0,1,0,0,0,0
1,1,1,0,1,1,0
1,1,1,0,1,1,0
1,0,0,0,0,1,1
1,1,1,0,1,0,1
1,1,1,0,1,1,0
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,1,1,0,0,1,1
1,0,1,0,0,0,0
1,1,0,0,0,1,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,0
1,1,1,0,0,1,1
1,1,1,0,1,0,0
1,0,1,0,0,0,1
1,0,0,0,0,0,0
1,0,0,0,1,0,1
1,0,1,0,1,0,0
1,1,1,0,0,0,1
1,1,0,0,1,1,1
1,0,1,0,0,1,1
1,1,0,0,1,0,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,0,0,0,0,1,1
1,0,1,0,0,0,1
1,0,1,0,1,0,0
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,0,0,0,0,0,1
1,1,1,0,1,1,1
1,1,0,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,1,0,1,1,1
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,0,0,0,1,0,1
1,0,0,0,1,0,0
1,1,1,0,0,0,0
1,0,0,0,1,0,0
1,1,1,0,1,1,0
1,1,0,0,1,1,1
1,0,1,0,0,0,0
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,1,1,0,1,0,0
1,1,0,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,0
1,1,1,0,1,1,1
1,0,0,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,0
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,0
1,1,1,0,0,1,0
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,1,0,0,1,0
1,0,1,0,1,0,1
1,0,0,0,1,0,1
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,0,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,0,1
1,1,1,0,0,1,1
1,1,1,0,1,0,1
1,1,1,0,1,1,0
1,1,1,0,0,0,0
1,1,1,0,1,0,1
1,0,1,0,1,1,1
1,1,0,0,0,0,1
1,0,0,0,0,0,0
1,0,1,0,1,0,1
1,1,0,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,1,1,0,0,0,1
1,1,0,0,1,1,1
1,1,0,0,0,1,1
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,0,1,0,1,0,0
1,0,1,0,1,0,0
1,0,0,0,0,0,0
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,0,0,0,1,0,0
1,1,1,0,1,0,1
1,1,1,0,0,1,1
1,1,0,0,0,0,0
1,0,0,0,1,0,1
1,1,1,0,1,0,1
1,0,0,0,0,0,0
1,1,1,0,1,1,0
1,0,1,0,1,0,0
1,1,1,0,0,1,1
1,0,1,0,0,1,1
1,0,0,0,1,0,0
1,1,0,0,0,0,1
1,0,0,0,0,0,1
1,0,0,0,0,1,1
1,1,0,0,1,0,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,0,1
1,0,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,0,1,0,0,0,0
1,0,1,0,0,0,0
1,1,1,0,1,0,0
1,1,1,0,1,0,1
1,1,1,0,0,0,1
1,0,0,0,1,1,0
1,0,1,0,0,1,0
1,1,1,0,0,0,0
1,1,1,0,1,1,0
1,0,0,0,1,0,1
1,0,0,0,0,0,0
1,0,0,0,0,0,1
1,0,0,0,0,0,1
1,0,1,0,0,0,1
1,0,0,0,0,0,1
1,1,1,0,1,1,0
1,0,0,0,0,1,1
1,0,1,0,1,0,1
1,1,1,0,1,0,0
1,0,1,0,0,0,0
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,0,1,0,1,0,1
1,0,1,0,1,1,0
1,1,0,0,0,1,1
1,1,0,0,0,0,1
1,1,0,0,0,1,1
1,0,0,0,0,0,1
1,1,0,0,1,1,1
1,0,1,0,0,0,0
1,1,0,0,1,1,1
1,0,1,0,0,0,1
1,0,1,0,1,0,1
1,1,1,0,0,0,1
1,0,1,0,1,0,1
1,1,1,0,1,0,0
1,1,1,0,1,1,1
1,1,0,0,0,0,1
1,0,0,0,1,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,1
1,1,0,0,1,0,0
1,0,0,0,0,1,1
1,1,1,0,0,0,0
1,1,0,0,1,0,0
1,0,0,0,1,1,1
1,0,1,0,1,0,1
1,1,1,0,1,0,1
1,1,0,0,0,0,0
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,0
1,1,1,0,0,0,0
1,1,0,0,0,0,1
1,0,0,0,1,1,1
1,1,1,0,1,0,0
1,1,1,0,1,1,1
1,1,1,0,0,1,1
1,1,1,0,0,0,0
1,0,1,0,1,0,0
1,0,1,0,1,0,0
1,1,1,0,0,0,1
1,0,1,0,1,0,1
1,1,1,0,0,1,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,1,0
1,1,1,0,1,1,1
1,1,0,0,1,0,1
1,0,1,0,0,0,0
1,0,0,0,0,0,0
1,0,1,0,1,0,1
1,1,0,0,0,0,0
1,1,1,0,0,1,0
1,0,1,0,0,0,1
1,1,1,0,1,0,0
1,1,0,0,1,0,1
1,1,1,0,0,1,1
1,1,0,0,0,1,1
1,1,1,0,0,0,1
1,1,0,0,0,1,1
1,0,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,0
1,0,0,0,0,0,0
1,1,1,0,1,0,0
1,0,1,0,0,0,1
1,0,0,0,0,0,1
1,0,1,0,1,0,1
1,1,1,0,0,1,1
1,1,0,0,1,0,1
1,1,1,0,0,0,0
1,0,1,0,0,1,0
1,1,1,0,1,1,0
1,0,1,0,0,0,0
1,1,0,0,0,0,1
1,0,0,0,0,1,1
1,1,1,0,0,0,0
1,1,1,0,1,0,0
1,1,0,0,0,0,0
1,0,1,0,1,1,1
1,0,0,0,1,0,0
1,0,1,0,1,0,1
1,1,1,0,1,1,0
1,1,0,0,1,1,1
1,0,0,0,1,1,1
1,0,0,0,1,0,1
1,1,0,0,0,1,1
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,0,0,0,0,1
1,1,1,0,0,0,1
1,1,0,0,0,1,1
1,0,0,0,1,0,0
1,0,1,0,0,0,1
1,0,0,0,1,0,1
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,1,1
1,0,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,1,1,0
1,0,1,0,1,0,0
1,1,1,0,0,1,0
1,0,0,0,1,0,1
1,1,0,0,1,1,0
1,0,1,0,0,0,1
1,1,0,0,0,1,1
1,0,0,0,0,1,1
1,0,0,0,0,0,0
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,1,1,0,0,1,0
1,0,1,0,1,0,0
1,1,1,0,0,0,0
1,1,1,0,0,1,0
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,0,1,0,1,0,1
1,0,0,0,1,0,0
1,1,1,0,1,1,1
1,0,1,0,0,0,0
1,0,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,1,0
1,1,1,0,0,1,0
1,0,0,0,1,0,0
1,1,1,0,1,1,1
1,0,0,0,1,1,1
1,0,0,0,0,0,1
1,0,1,0,0,0,0
1,0,0,0,1,0,1
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,0,0,1,0,1
1,0,0,0,1,0,1
1,1,1,0,1,1,1
1,0,1,0,0,1,1
1,1,1,0,1,1,0
1,1,1,0,1,0,0
1,1,1,0,1,0,0
1,1,1,0,0,0,0
1,1,0,0,1,1,1
1,1,1,0,1,0,1
1,1,0,0,1,1,0
1,1,0,0,1,1,0
1,1,0,0,1,1,1
1,1,1,0,1,0,0
1,1,1,0,0,0,0
1,0,1,0,0,0,0
1,1,1,0,1,0,0
1,1,0,0,1,1,1
1,1,1,0,1,0,0
1,0,0,0,1,1,1
1,0,0,0,0,1,1
1,1,1,0,1,0,0
1,1,1,0,0,1,0
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,0,0,1,1,1
1,1,1,0,0,1,1
1,0,1,0,1,0,1
1,1,1,0,0,0,0
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,0,1,0,1,0,1
1,0,0,0,0,0,1
1,1,1,0,0,0,0
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,0,1,0,0,1,1
1,0,0,0,1,0,1
1,1,0,0,0,0,0
1,1,1,0,1,0,1
1,1,0,0,1,1,1
1,0,0,0,1,0,0
1,1,1,0,1,0,1
1,1,1,0,1,1,1
1,0,1,0,1,0,0
1,1,1,0,0,1,1
1,0,1,0,1,0,0
1,0,0,0,0,0,0
1,0,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,0,0,1,1,0
1,1,1,0,0,1,1
1,1,1,0,0,1,0
1,0,0,0,1,1,1
1,0,0,0,0,0,0
1,1,0,0,1,0,0
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,1,0,1,0,0
1,1,1,0,1,1,1
1,0,1,0,1,1,1
1,0,0,0,0,0,1
1,1,0,0,1,0,0
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,1,0,0,0,0
1,1,0,0,0,0,1
1,0,0,0,0,0,0
1,0,0,0,1,0,1
1,1,1,0,1,1,1
1,0,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,0,0,0,1,0,1
1,0,0,0,1,0,0
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,1,1,0,1,1,1
1,0,1,0,0,1,1
1,1,1,0,1,0,0
1,0,0,0,1,0,1
1,0,0,0,0,0,1
1,1,0,0,0,1,0
1,0,0,0,0,0,0
1,0,1,0,1,0,0
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,0,1,0,1,1,1
1,1,1,0,0,0,1
1,0,0,0,0,1,1
1,1,1,0,1,0,1
1,1,1,0,0,0,1
1,0,1,0,1,0,1
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,1,0,0,0,0,1
1,0,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,0,0,1,1,1
1,0,1,0,0,1,0
1,1,1,0,0,1,0
1,1,1,0,0,1,0
1,0,1,0,1,0,1
1,0,0,0,1,0,0
1,1,0,0,1,1,0
1,0,0,0,0,1,0
1,0,1,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,1,0,1
1,0,0,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,0,0,0,1,1,1
1,1,1,0,0,1,1
1,1,0,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,1,0,0
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,0,1,0,1,0,0
1,1,1,0,0,0,1
1,1,1,0,1,1,0
1,0,1,0,1,0,1
1,1,1,0,0,1,1
1,0,1,0,1,0,0
1,1,1,0,1,1,1
1,0,1,0,1,0,1
1,0,1,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,0,1,0,0,1,0
1,0,0,0,0,1,1
1,1,1,0,0,1,0
1,0,1,0,0,0,1
1,1,0,0,0,1,0
1,1,1,0,0,1,1
1,0,1,0,0,0,0
1,0,1,0,0,0,1
1,1,1,0,0,1,0
1,1,0,0,1,1,1
1,1,1,0,1,0,0
1,1,1,0,0,1,1
1,1,1,0,1,0,1
1,1,0,0,0,0,0
1,1,1,0,0,0,1
1,0,0,0,0,0,0
1,0,0,0,1,0,1
1,0,1,0,1,0,0
1,1,1,0,1,1,1
1,0,0,0,0,1,1
1,1,0,0,0,0,1
1,0,1,0,0,0,1
1,0,1,0,1,0,1
1,1,0,0,1,1,1
1,0,1,0,0,1,1
1,1,0,0,0,0,0
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,1,1,0,1,1,0
1,1,1,0,0,1,0
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,0
1,0,1,0,0,0,1
1,0,0,0,1,0,0
1,0,1,0,1,0,1
1,1,1,0,0,1,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,0,0,0,0,0,1
1,0,0,0,1,0,0
1,1,1,0,1,1,0
1,0,0,0,1,1,0
1,1,1,0,0,1,1
1,0,1,0,1,0,0
1,0,1,0,0,1,1
1,1,0,0,1,1,1
1,1,1,0,0,1,0
1,0,0,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,0,0,0,0,1
1,0,1,0,0,0,0
1,1,1,0,1,0,1
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,1,0,0,1,1,1
1,1,1,0,1,0,1
1,1,1,0,0,1,1
1,1,1,0,1,0,0
1,1,1,0,1,1,0
1,1,1,0,1,1,1
1,1,1,0,1,0,0
1,1,1,0,0,0,0
1,0,1,0,1,0,0
1,1,0,0,0,0,1
1,1,1,0,0,1,0
1,0,0,0,1,0,1
1,1,1,0,1,1,0
1,1,1,0,1,0,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,0,0,1,0,1
1,0,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,1,0
1,0,1,0,0,1,0
1,0,0,0,1,0,1
1,1,1,0,1,1,0
1,0,1,0,1,0,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,0,1,0,1,1,0
1,0,0,0,0,0,1
1,0,1,0,0,0,0
1,1,1,0,1,0,0
1,1,1,0,1,0,0
1,0,1,0,1,0,1
1,1,1,0,0,0,0
1,1,0,0,0,0,1
1,0,1,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,0,1,0
1,0,0,0,0,1,1
1,1,1,0,0,0,0
1,0,0,0,1,0,0
1,1,1,0,0,0,1
1,1,0,0,1,1,0
1,0,1,0,0,0,1
1,0,0,0,1,0,1
1,1,1,0,0,0,1
1,0,0,0,1,0,0
1,1,0,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,0,0
1,0,0,0,1,0,1
1,0,1,0,0,0,1
1,1,1,0,1,0,1
1,1,0,0,1,0,1
1,0,0,0,1,0,1
1,1,1,0,0,1,1
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,0,0
1,1,0,0,1,0,0
1,1,1,0,0,0,1
1,1,0,0,1,0,1
1,1,0,0,0,0,0
1,0,1,0,0,0,1
1,0,1,0,0,1,1
1,0,1,0,0,0,0
1,1,1,0,0,1,0
1,1,1,0,0,0,1
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,0,0,0,1,1,0
1,0,0,0,1,0,1
1,1,0,0,0,0,1
1,1,0,0,1,1,0
1,0,0,0,0,1,0
1,0,0,0,1,0,0
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,1,1,0,1,1,0
1,1,1,0,1,1,0
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,0,1,0,1,1,1
1,1,1,0,0,0,1
1,0,1,0,0,1,1
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,0,0,0,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,0,1
1,0,0,0,0,0,1
1,1,1,0,0,1,0
1,1,1,0,0,0,0
1,1,1,0,0,1,0
1,1,1,0,0,0,1
1,0,0,0,0,0,1
1,0,0,0,0,0,1
1,1,1,0,0,1,0
1,1,1,0,0,1,1
1,1,1,0,0,1,1
1,0,0,0,0,0,1
1,0,0,0,1,0,1
1,0,0,0,1,0,0
1,1,1,0,0,0,1
1,1,0,0,0,0,1
1,0,0,0,0,1,0
1,0,1,0,1,0,1
1,1,1,0,1,1,1
1,1,0,0,1,0,0
1,1,1,0,0,1,1
1,1,1,0,0,0,1
1,0,0,0,0,1,1
1,1,1,0,1,1,1
1,1,0,0,0,0,0
1,0,1,0,1,1,1
1,1,0,0,1,1,1
1,1,1,0,0,0,1
1,1,1,0,1,0,1
1,1,1,0,0,1,0
1,1,1,0,1,1,0
1,0,0,0,1,0,0
1,1,1,0,1,1,1
1,1,1,0,0,1,1
1,1,1,0,0,1,1
1,0,0,0,0,1,1
1,1,0,0,1,0,1
1,1,1,0,0,1,1
1,1,1,0,1,1,1
1,0,1,0,0,0,0
1,1,1,0,1,1,0
1,1,1,0,1,1,0
1,1,1,0,1,1,1
1,1,1,0,1,0,1
1,1,1,0,0,0,0
1,1,1,0,0,1,1
1,0,1,0,1,0,0
1,1,1,0,0,0,0
1,1,1,0,1,0,1
1,0,1,0,0,0,1
1,1,1,0,1,1,0
1,1,1,0,0,0,1
1,1,1,0,1,1,1
1,0,1,0,0,0,1
