"trt","age","educ","black","hisp","marr","nodeg","re74","re75","re78"
1,22,11,1,0,0,1,NA,606.9609,317.8952
1,20,9,1,0,0,1,NA,660.5159,12229.63
1,20,11,1,0,0,1,NA,696.2192,0
1,18,10,1,0,0,1,NA,699.7896,480.527
1,17,10,1,0,0,1,NA,856.8864,3251.1
1,26,12,1,0,0,0,NA,1088.907,11460.56
1,22,10,1,0,0,1,NA,1071.108,7315.452
1,20,12,1,0,0,0,NA,1160.366,702.1839
1,18,8,1,0,0,1,NA,1199.641,0
1,18,9,1,0,0,1,NA,1285.33,15369.48
1,18,10,1,0,0,1,NA,1371.017,12064.41
1,19,10,1,0,0,1,NA,1374.587,13278.97
1,18,9,0,1,0,1,NA,1713.773,8836.566
1,17,10,0,1,0,1,NA,2202.796,4387.057
1,19,11,1,0,0,1,NA,1927.995,11965.81
1,27,11,1,0,1,1,NA,2142.217,2186.189
1,19,10,1,0,0,1,NA,3213.113,2975.031
1,19,9,0,1,0,1,NA,3276.15,14271.23
1,27,10,1,0,0,1,NA,3213.322,2094.119
1,21,11,1,0,1,1,NA,4167.998,11300.24
1,29,10,1,0,1,1,NA,4923.263,130.6791
1,34,11,0,1,0,1,NA,4641.467,2877.682
1,25,10,0,0,0,1,NA,4712.874,6103.746
1,31,13,0,0,0,0,NA,5498.35,2329.867
1,41,9,1,0,1,1,NA,5783.981,0
1,21,11,0,1,0,1,NA,6658.562,9381.295
1,20,11,1,0,0,1,NA,6426.646,16451.46
1,24,12,0,1,1,0,NA,7212.11,6485.508
1,41,9,1,0,1,1,NA,7212.12,3154.72
1,21,12,0,0,0,0,NA,7390.634,3557.934
1,22,11,1,0,0,1,NA,7497.752,668.7466
1,20,9,0,1,0,1,NA,8015.442,5487.97
1,17,11,1,0,0,1,NA,8497.436,9017.004
1,24,11,1,0,0,1,NA,9180.92,0
1,23,12,1,0,1,0,NA,15079.95,10283.49
1,23,10,1,0,0,1,NA,15709.56,5665.066
1,26,11,0,0,0,1,NA,22959.76,2746.614
1,21,13,1,0,0,0,NA,24806.83,8803.666
1,18,10,1,0,1,1,NA,1958.096,10989.93
1,22,10,1,0,0,1,NA,653.9542,11134.98
1,17,10,1,0,0,1,NA,1000.55,1433.531
1,20,7,1,0,0,1,NA,1569.49,5518.083
1,17,9,1,0,0,1,NA,1667.583,5594.729
1,23,11,1,0,0,1,NA,1961.864,3689.126
1,32,10,1,0,0,1,NA,2321.537,179.0217
1,19,12,1,0,0,0,NA,2534.072,4551.979
1,30,10,1,0,0,1,NA,2615.817,0
1,25,12,1,0,0,0,NA,2746.608,2090.678
1,26,11,0,0,0,1,NA,4676.457,1973.345
1,19,10,1,0,0,1,NA,3473.808,5861.603
1,19,8,0,0,0,1,NA,3416.907,9251.357
1,20,10,1,0,0,1,NA,5100.839,13626.04
1,21,11,1,0,0,1,NA,5310.107,7906.341
1,23,12,1,0,0,0,NA,7841.972,7947.257
1,19,11,1,0,0,1,NA,6409.027,11648.7
1,22,11,1,0,0,1,NA,8774.791,18295.82
1,23,12,1,0,0,0,NA,7782.042,14416.84
1,26,10,1,0,1,1,NA,8141.703,4635.66
1,24,12,1,0,0,0,NA,12982.34,0
1,18,10,0,1,0,1,NA,12625.51,0
1,27,11,1,0,0,1,NA,14223.5,7661.973
1,21,11,0,1,0,1,NA,17983.71,15191.91
1,25,8,0,0,0,1,NA,23096.65,6421.53
1,21,12,1,0,0,0,NA,807.9511,4350.907
1,19,11,1,0,0,1,NA,532.2536,0
1,18,11,1,0,0,1,NA,851.6061,0
1,34,7,1,0,0,1,NA,857.5195,0
1,21,11,0,0,0,1,NA,946.2279,11412.24
1,25,9,1,0,0,1,NA,1536.503,1709.342
1,17,9,1,0,0,1,NA,1341.651,1374.066
1,28,8,1,0,0,1,NA,1182.786,7779.263
1,18,9,1,0,0,1,NA,1182.786,5100.469
1,27,12,1,0,0,0,NA,4310.455,0
1,23,9,1,0,0,1,NA,1774.18,11464.71
1,19,8,0,1,0,1,NA,1862.889,8774.623
1,21,11,1,0,0,1,NA,2158.585,0
1,21,11,1,0,0,1,NA,2217.724,4082.37
1,23,10,1,0,0,1,NA,2217.724,0
1,27,9,1,0,0,1,NA,2294.605,2018.556
1,27,11,1,0,0,1,NA,2483.852,0
1,23,12,0,0,0,0,NA,3903.195,796.5597
1,27,8,1,0,0,1,NA,7218.277,7976.932
1,28,11,1,0,1,1,NA,6952.58,7318.186
1,25,12,1,0,0,0,NA,5204.259,0
1,20,12,1,0,0,0,NA,6085.421,9750.66
1,26,12,1,0,0,0,NA,6608.803,5811.765
1,23,10,1,0,1,1,NA,10495.08,3385.811
1,49,8,0,0,1,1,NA,7285.948,16717.12
1,19,11,1,0,0,1,NA,10224.37,11293.81
1,21,13,0,0,0,0,NA,8616.852,99.57002
1,27,12,1,0,1,0,NA,7806.387,2777.585
1,23,11,1,0,0,1,NA,8959.589,1659.5
1,22,11,1,0,0,1,NA,12170.94,8408.393
1,24,15,1,0,0,0,NA,13008.5,14683.63
1,24,12,1,0,0,0,NA,18154.06,0
1,28,11,1,0,0,1,0,1284.079,60307.93
1,26,11,1,0,1,1,0,1392.853,1460.36
1,20,11,1,0,0,1,16318.62,1484.994,6943.342
1,24,11,1,0,1,1,824.3886,1666.113,4032.708
1,31,9,1,0,0,1,0,1698.607,10363.27
1,23,8,0,0,1,1,0,1713.15,4232.309
1,18,10,1,0,0,1,2143.411,1784.274,11141.39
1,29,12,1,0,0,0,10881.94,1817.284,0
1,26,11,0,0,0,1,0,2226.266,13385.86
1,24,9,1,0,0,1,9154.7,2288.675,4849.559
1,25,12,1,0,0,0,14426.79,2409.274,0
1,24,10,1,0,0,1,4250.402,2421.947,1660.508
1,46,8,1,0,0,1,3165.658,2594.723,0
1,31,12,0,0,0,0,0,2611.218,2484.549
1,19,11,1,0,0,1,2305.026,2615.276,4146.603
1,19,8,1,0,0,1,0,2657.057,9970.681
1,27,11,1,0,0,1,2206.94,2666.274,0
1,26,11,1,0,1,1,0,2754.646,26372.28
1,20,10,1,0,0,1,5005.731,2777.355,5615.189
1,28,10,1,0,0,1,0,2836.506,3196.571
1,24,12,1,0,0,0,13765.75,2842.764,6167.681
1,19,8,1,0,0,1,2636.353,2937.264,7535.942
1,23,12,1,0,0,0,6269.341,3039.96,8484.239
1,42,9,1,0,1,1,0,3058.531,1294.409
1,25,13,1,0,0,0,12362.93,3090.732,0
1,18,9,1,0,0,1,0,3287.375,5010.342
1,21,12,1,0,0,0,6473.683,3332.409,9371.037
1,27,10,1,0,0,1,1001.146,3550.075,0
1,21,8,1,0,0,1,989.2678,3695.897,4279.613
1,22,9,1,0,0,1,2192.877,3836.986,3462.564
1,31,4,1,0,0,1,8517.589,4023.211,7382.549
1,24,10,1,0,1,1,11703.2,4078.152,0
1,29,10,1,0,0,1,0,4398.95,0
1,29,12,1,0,0,0,9748.387,4878.937,10976.51
1,19,10,0,0,0,1,0,5324.109,13829.62
1,19,11,0,1,1,1,5424.485,5463.803,6788.463
1,31,9,1,0,0,1,10717.03,5517.841,9558.501
1,22,10,1,0,1,1,1468.348,5588.664,13228.28
1,21,9,1,0,0,1,6416.47,5749.331,743.6666
1,17,10,1,0,0,1,1291.468,5793.852,5522.788
1,26,12,1,0,1,0,8408.762,5794.831,1424.944
1,20,9,0,1,0,1,12260.78,5875.049,1358.643
1,19,10,1,0,0,1,4121.949,6056.754,0
1,26,10,1,0,0,1,25929.68,6788.958,672.8773
1,28,11,1,0,0,1,1929.029,6871.856,0
1,22,12,0,1,1,0,492.2305,7055.702,10092.83
1,33,11,1,0,0,1,0,7867.916,6281.433
1,22,12,0,0,0,0,6759.994,8455.504,12590.71
1,29,10,0,1,0,1,0,8853.674,5112.014
1,33,12,1,0,1,0,20279.95,10941.35,15952.6
1,25,14,1,0,1,0,35040.07,11536.57,36646.95
1,35,9,1,0,1,1,13602.43,13830.64,12803.97
1,35,8,1,0,1,1,13732.07,17976.15,3786.628
1,33,11,1,0,1,1,14660.71,25142.24,4181.942
