"abuse","status","unemrate","age","educ","married","famsize","white","exhealth","vghealth","goodhealth","fairhealth","northeast","midwest","south","centcity","outercity","qrt1","qrt2","qrt3","beertax","cigtax","ethanol","mothalc","fathalc","livealc","inwf","employ","agesq","beertaxsq","cigtaxsq","ethanolsq","educsq"
0,3,3.59999990463257,58,14,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,3364,1.44000005722046,4,2.88952398300171,196
0,1,3.59999990463257,48,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1.20000004768372,2,1.69985997676849,0,0,0,0,0,2304,1.44000005722046,4,2.88952398300171,0
0,3,3.59999990463257,35,14,1,4,1,0,0,1,0,0,0,1,0,0,0,1,0,1.20000004768372,2,1.69985997676849,0,0,0,1,1,1225,1.44000005722046,4,2.88952398300171,196
0,3,5,47,13,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,2209,2.07360005378723,576,6.76957130432129,169
0,3,5,56,9,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,3136,2.07360005378723,576,6.76957130432129,81
0,3,5,27,12,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,729,2.07360005378723,576,6.76957130432129,144
1,3,5,30,12,1,4,1,0,0,1,0,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,900,2.07360005378723,576,6.76957130432129,144
0,3,5,56,13,1,3,1,0,0,0,1,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,3136,2.07360005378723,576,6.76957130432129,169
0,1,5,39,12,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,0,0,1521,2.07360005378723,576,6.76957130432129,144
0,3,5,32,12,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,1024,2.07360005378723,576,6.76957130432129,144
1,3,5,27,12,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,729,2.07360005378723,576,6.76957130432129,144
0,3,5,26,14,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.44000005722046,24,2.60184001922607,0,0,0,1,1,676,2.07360005378723,576,6.76957130432129,196
0,3,3,32,16,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0.224999994039536,26,2.29736995697021,0,1,1,1,1,1024,0.0506249964237213,676,5.27790880203247,256
1,3,3.29999995231628,57,10,1,4,1,0,0,1,0,1,0,0,0,1,0,1,0,0.239999994635582,26,2.44998002052307,0,0,0,1,1,3249,0.0575999990105629,676,6.00240230560303,100
0,3,3.29999995231628,35,16,1,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0.239999994635582,26,2.44998002052307,1,0,0,1,1,1225,0.0575999990105629,676,6.00240230560303,256
0,3,3.29999995231628,55,16,1,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0.239999994635582,26,2.44998002052307,0,0,0,1,1,3025,0.0575999990105629,676,6.00240230560303,256
0,3,3.29999995231628,44,12,1,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0.239999994635582,26,2.44998002052307,1,0,1,1,1,1936,0.0575999990105629,676,6.00240230560303,144
0,3,7.59999990463257,50,18,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,2500,0.208848983049393,441,3.98756957054138,324
0,3,7.59999990463257,27,12,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,729,0.208848983049393,441,3.98756957054138,144
0,3,7.59999990463257,40,18,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,1600,0.208848983049393,441,3.98756957054138,324
0,3,7.59999990463257,38,12,1,4,1,0,0,0,1,0,1,0,0,1,0,1,0,0.456999987363815,21,1.99688994884491,0,1,1,1,1,1444,0.208848983049393,441,3.98756957054138,144
0,3,7.59999990463257,34,16,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,1156,0.208848983049393,441,3.98756957054138,256
0,3,7.59999990463257,38,16,1,7,1,1,0,0,0,0,1,0,1,0,0,1,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,1444,0.208848983049393,441,3.98756957054138,256
0,1,7.59999990463257,25,11,1,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0.456999987363815,21,1.99688994884491,0,0,0,0,0,625,0.208848983049393,441,3.98756957054138,121
0,3,7.59999990463257,26,17,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0.456999987363815,21,1.99688994884491,0,0,0,1,1,676,0.208848983049393,441,3.98756957054138,289
0,3,5.30000019073486,32,12,1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1024,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,46,11,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2116,0.00810000021010637,100,5.79937934875488,121
0,3,5.30000019073486,31,11,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,1,961,0.00810000021010637,100,5.79937934875488,121
1,3,5.30000019073486,34,11,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,1,0,1,1,1156,0.00810000021010637,100,5.79937934875488,121
0,3,5.30000019073486,47,11,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2209,0.00810000021010637,100,5.79937934875488,121
0,3,5.30000019073486,39,16,1,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,1,1521,0.00810000021010637,100,5.79937934875488,256
0,2,5.30000019073486,27,17,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,0,729,0.00810000021010637,100,5.79937934875488,289
0,3,5.09999990463257,39,12,1,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,1521,0.0575999990105629,324,3.23125791549683,144
0,3,5.09999990463257,40,13,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0.239999994635582,18,1.79756999015808,0,1,1,1,1,1600,0.0575999990105629,324,3.23125791549683,169
0,3,5.09999990463257,59,12,1,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,3481,0.0575999990105629,324,3.23125791549683,144
0,2,5.09999990463257,35,12,1,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,0,1225,0.0575999990105629,324,3.23125791549683,144
0,3,5.09999990463257,27,12,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,1,1,1,1,729,0.0575999990105629,324,3.23125791549683,144
0,2,5.09999990463257,59,17,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,0,3481,0.0575999990105629,324,3.23125791549683,289
0,3,5.09999990463257,25,16,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,625,0.0575999990105629,324,3.23125791549683,256
1,3,5.09999990463257,33,12,0,6,1,1,0,0,0,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,1089,0.0575999990105629,324,3.23125791549683,144
0,3,5.09999990463257,30,16,1,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,900,0.0575999990105629,324,3.23125791549683,256
0,3,5.09999990463257,54,8,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,0,0,1,1,2916,0.0575999990105629,324,3.23125791549683,64
1,3,5.09999990463257,53,12,1,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0.239999994635582,18,1.79756999015808,0,1,1,1,1,2809,0.0575999990105629,324,3.23125791549683,144
0,3,4.19999980926514,57,18,1,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,3249,0.0153759997338057,441,4.25576210021973,324
0,3,4.19999980926514,34,13,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,1156,0.0153759997338057,441,4.25576210021973,169
0,3,4.19999980926514,29,12,0,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,1,1,1,1,841,0.0153759997338057,441,4.25576210021973,144
0,3,4.19999980926514,37,12,1,4,1,1,0,0,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,1,1,1,1,1,1369,0.0153759997338057,441,4.25576210021973,144
0,3,4.19999980926514,47,12,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,2209,0.0153759997338057,441,4.25576210021973,144
0,1,4.19999980926514,58,12,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,0,0,0,0,3364,0.0153759997338057,441,4.25576210021973,144
0,3,4.19999980926514,41,12,1,5,1,0,1,0,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,1,1,1,1,1681,0.0153759997338057,441,4.25576210021973,144
1,3,4.19999980926514,48,16,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,2304,0.0153759997338057,441,4.25576210021973,256
0,3,4.19999980926514,33,13,1,4,1,0,0,1,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,0,0,0,1,1,1089,0.0153759997338057,441,4.25576210021973,169
0,3,4.19999980926514,37,14,1,5,1,0,0,1,0,1,0,0,0,1,0,1,0,0.123999997973442,21,2.06294989585876,1,0,0,1,1,1369,0.0153759997338057,441,4.25576210021973,196
0,1,5.30000019073486,52,13,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,2704,0.00810000021010637,100,5.79937934875488,169
0,3,5.30000019073486,30,13,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,1,900,0.00810000021010637,100,5.79937934875488,169
1,1,5.30000019073486,48,12,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,2304,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,41,16,1,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1681,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,41,13,1,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1681,0.00810000021010637,100,5.79937934875488,169
0,3,5.30000019073486,53,15,1,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2809,0.00810000021010637,100,5.79937934875488,225
0,3,5.30000019073486,49,17,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2401,0.00810000021010637,100,5.79937934875488,289
0,3,5.30000019073486,36,12,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1296,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,41,14,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1681,0.00810000021010637,100,5.79937934875488,196
0,3,5.30000019073486,39,18,1,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1521,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,44,14,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1936,0.00810000021010637,100,5.79937934875488,196
0,3,5.30000019073486,48,12,1,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2304,0.00810000021010637,100,5.79937934875488,144
0,1,5.30000019073486,38,12,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,1444,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,37,16,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1369,0.00810000021010637,100,5.79937934875488,256
0,2,5.30000019073486,53,16,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,1,0,0,1,0,2809,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,29,12,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,841,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,31,18,1,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,961,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,28,16,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,784,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,26,16,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,676,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,26,16,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,676,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,39,16,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1521,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,28,16,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,784,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,34,2,1,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1156,0.00810000021010637,100,5.79937934875488,4
0,3,5.30000019073486,47,8,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2209,0.00810000021010637,100,5.79937934875488,64
0,1,5.30000019073486,25,6,0,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,0,0,625,0.00810000021010637,100,5.79937934875488,36
0,3,5.30000019073486,53,12,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2809,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,30,6,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,900,0.00810000021010637,100,5.79937934875488,36
0,3,5.30000019073486,42,12,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1764,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,45,18,1,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2025,0.00810000021010637,100,5.79937934875488,324
0,3,5.30000019073486,28,16,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,784,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,25,17,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,625,0.00810000021010637,100,5.79937934875488,289
0,3,6.69999980926514,44,14,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,1936,0.822649002075195,529,1.91650795936584,196
0,3,6.69999980926514,29,18,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,841,0.822649002075195,529,1.91650795936584,324
0,3,6.69999980926514,29,18,1,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0.907000005245209,23,1.3843799829483,0,0,0,1,1,841,0.822649002075195,529,1.91650795936584,324
1,3,5.30000019073486,39,16,1,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1521,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,36,16,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1296,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,38,16,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1444,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,32,7,1,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1024,0.00810000021010637,100,5.79937934875488,49
0,3,5.30000019073486,27,3,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,729,0.00810000021010637,100,5.79937934875488,9
0,3,5.30000019073486,33,13,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,1,0,1,1,1,1089,0.00810000021010637,100,5.79937934875488,169
0,3,5.30000019073486,29,12,1,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,841,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,54,15,1,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,2916,0.00810000021010637,100,5.79937934875488,225
0,3,5.30000019073486,28,12,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,784,0.00810000021010637,100,5.79937934875488,144
1,3,5.30000019073486,40,12,1,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1600,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,44,15,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1936,0.00810000021010637,100,5.79937934875488,225
0,3,5.30000019073486,35,12,1,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1225,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,30,12,1,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,1,1,1,1,1,900,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,31,16,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,961,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,32,16,1,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1024,0.00810000021010637,100,5.79937934875488,256
0,3,5.30000019073486,37,12,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,1369,0.00810000021010637,100,5.79937934875488,144
0,3,5.30000019073486,36,13,1,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0900000035762787,10,2.40819001197815,0,1,1,1,1,1296,0.00810000021010637,100,5.79937934875488,169
0,3,5.30000019073486,56,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,0,0,0,1,1,3136,0.00810000021010637,100,5.79937934875488,9
0,3,5.30000019073486,31,16,1,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0900000035762787,10,2.40819001197815,1,0,1,1,1,961,0.00810000021010637,100,5.79937934875488,256
0,3,6,31,12,1,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,961,0.129600003361702,196,3.00114059448242,144
0,3,6,30,12,1,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,900,0.129600003361702,196,3.00114059448242,144
0,3,6,35,13,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1225,0.129600003361702,196,3.00114059448242,169
0,3,6,29,11,1,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,841,0.129600003361702,196,3.00114059448242,121
0,3,6,39,13,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,1,1,1,1,1521,0.129600003361702,196,3.00114059448242,169
0,3,6,57,12,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,3249,0.129600003361702,196,3.00114059448242,144
0,3,6,37,12,1,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1369,0.129600003361702,196,3.00114059448242,144
0,3,6,57,12,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,3249,0.129600003361702,196,3.00114059448242,144
0,3,6,33,12,1,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1089,0.129600003361702,196,3.00114059448242,144
1,3,6,39,13,1,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,1,1,1,1,1521,0.129600003361702,196,3.00114059448242,169
0,1,6,58,10,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,0,0,3364,0.129600003361702,196,3.00114059448242,100
0,3,6,29,12,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,841,0.129600003361702,196,3.00114059448242,144
0,3,6,39,16,1,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1521,0.129600003361702,196,3.00114059448242,256
0,3,6,49,12,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,1,1,1,1,1,2401,0.129600003361702,196,3.00114059448242,144
1,3,6,36,14,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1296,0.129600003361702,196,3.00114059448242,196
1,1,6,56,16,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,0,0,3136,0.129600003361702,196,3.00114059448242,256
0,3,6,34,18,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1156,0.129600003361702,196,3.00114059448242,324
0,3,6,37,18,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1369,0.129600003361702,196,3.00114059448242,324
0,3,6,27,12,1,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,729,0.129600003361702,196,3.00114059448242,144
0,3,6,36,15,1,5,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1296,0.129600003361702,196,3.00114059448242,225
0,3,6,26,9,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,676,0.129600003361702,196,3.00114059448242,81
0,3,6,39,13,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1521,0.129600003361702,196,3.00114059448242,169
0,3,6,37,16,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,1,1,1,1,1,1369,0.129600003361702,196,3.00114059448242,256
0,3,6,42,18,1,5,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1764,0.129600003361702,196,3.00114059448242,324
0,3,6,36,18,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1296,0.129600003361702,196,3.00114059448242,324
0,3,6,35,15,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1225,0.129600003361702,196,3.00114059448242,225
0,3,6,28,12,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0.360000014305115,14,1.73238003253937,0,1,1,1,1,784,0.129600003361702,196,3.00114059448242,144
0,3,6,38,12,1,5,1,0,0,1,0,0,1,0,1,0,0,1,0,0.360000014305115,14,1.73238003253937,0,1,1,1,1,1444,0.129600003361702,196,3.00114059448242,144
0,3,6,50,10,1,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,2500,0.129600003361702,196,3.00114059448242,100
0,3,6,43,12,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1849,0.129600003361702,196,3.00114059448242,144
1,3,6,39,14,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0.360000014305115,14,1.73238003253937,0,0,0,1,1,1521,0.129600003361702,196,3.00114059448242,196
0,3,5.30000019073486,32,18,1,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0.25900000333786,10.5,1.69370996952057,0,0,0,1,1,1024,0.0670810043811798,110.25,2.8686535358429,324
0,3,5.30000019073486,44,12,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0.25900000333786,10.5,1.69370996952057,0,0,0,1,1,1936,0.0670810043811798,110.25,2.8686535358429,144
0,3,5.30000019073486,34,12,1,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0.25900000333786,10.5,1.69370996952057,0,0,0,1,1,1156,0.0670810043811798,110.25,2.8686535358429,144
0,3,5.30000019073486,40,12,1,4,1,0,0,1,0,0,1,0,0,1,0,1,0,0.25900000333786,10.5,1.69370996952057,0,0,0,1,1,1600,0.0670810043811798,110.25,2.8686535358429,144
0,3,5.30000019073486,54,12,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0.25900000333786,10.5,1.69370996952057,0,0,0,1,1,2916,0.0670810043811798,110.25,2.8686535358429,144
1,3,5.30000019073486,39,12,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0.25900000333786,10.5,1.69370996952057,0,0,0,1,1,1521,0.0670810043811798,110.25,2.8686535358429,144
